Название товара;Артикул Ozon;Артикул продавца;Ссылка на товар;Бренд;Категория 1 уровня;Категория 3 уровня;Super-товар;Заказано на сумму, ₽;Динамика суммы заказов, %;Заказано товаров;Самая низкая цена, ₽;Средняя цена покупки, ₽;Упущенные продажи, ₽;Дней без остатка, дни;Среднесуточные продажи, ₽;Среднесуточные продажи, штуки;Схема работы;Среднее время доставки;Объем товара, л;Доля затрат на Ozon, FBO, %;Доля затрат на Ozon, FBS, %;Показы в поиске и каталоге;Посещения карточки товара;В корзину из поиска и каталога, %;В корзину из карточки, %;Доля рекламных расходов, %;Доля выкупа, %;Дата создания карточки товара
—;—;—;—;—;—;—;Приносят больше выручки и чаще продаются. А ещё за их поставки можно получить бонусы и скидки. Узнайте, какие Super-товары продают на Ozon сейчас;Общая стоимость заказанных товаров, включая отмены и возвраты. Для расчёта берём цену, которую заплатил покупатель, с учётом скидок продавца и покупателя;Как изменилась суммарная стоимость заказов в сравнении с предыдущим периодом;Общее количество заказанных товаров;Самая низкая цена, которую заплатил покупатель, с учётом скидок продавца и покупателя;Средняя цена, которую заплатил покупатель, с учётом скидок продавца и покупателя;Сколько выручки мог бы ещё получить продавец, если бы товар был на складе все 28 дней;Считаем сколько дней из последних 28 товар был в наличии;Средняя сумма заказов в сутки (ADS) — делим сумму всех продаж за 28 дней на количество дней, когда товар был в наличии. Не вычитаем возвраты и отмены;Среднее количество заказов в сутки — делим количество всех заказов за 28 дней на количество дней, когда товар был в наличии;Модель сотрудничества с Ozon — зависит от того, с чьего склада продаётся товар (Ozon или продавца) и кто доставляет заказ;Умножаем время доставки между кластерами по всем маршрутам на количество отправленных товаров за 28 дней. Затем суммируем полученные значения и делим на общее количество товаров;Сколько места занимает товар — чем больше объём, тем выше стоимость логистики и размещения товара на складе Ozon;Какой процент с продажи товара составляют расходы на Ozon. Считаем отдельно для схем FBO и FBS;Какой процент с продажи товара составляют расходы на Ozon. Считаем отдельно для схем FBO и FBS;Сколько раз покупатели посмотрели товар в поисковой выдаче и каталоге;Сколько раз покупатели перешли в карточку товара за последние 28 дней;Отношение количества добавлений товара в корзину к количеству просмотров в каталоге и поиске;Отношение количества просмотров карточки к количеству добавлений товара в корзину после просмотра;Процент расходов на продвижение товаров от суммы всех заказов;Процент заказанных товаров, которые не отменили и не вернули;—
Кофе молотый Баварский шоколад 250 г, LaGas;1712337840;Bavarskiyshokolad250-2023;https://www.ozon.ru/product/1712337840;LaGas;Продукты питания;Кофе молотый;Нет;29 442 ₽;+21%;44;544 ₽;669 ₽;0 ₽;24 из 28;1 007 ₽;2;FBO;62 ч;0,8;40,0%;51,0%;5 751;1 515;0,20%;9,10%;8,0%;95,4%;2024-10-02
Кофе Lofbergs Magnifika молотый, 6х500гр;1928847568;289086;https://www.ozon.ru/product/1928847568;Lofbergs;Продукты питания;Кофе молотый;Нет;29 433 ₽;0%;5;5 354 ₽;5 887 ₽;0 ₽;19 из 28;1 051 ₽;0;FBS;0 ч;8,0;34,0%;40,0%;689;52;0,14%;7,69%;0,0%;80,0%;2025-03-10
Кофе молотый 1кг, Вьетнам Далат, Gran Sabor, 100% Арабика, Средний помол, Обжарка в день заказа;1745799944;0028M-DALAT-1000g;https://www.ozon.ru/product/1745799944;Gran Sabor;Продукты питания;Кофе молотый;Нет;29 425 ₽;+1%;16;1 443 ₽;1 839 ₽;0 ₽;24 из 28;1 051 ₽;1;FBS;0 ч;5,2;39,0%;48,0%;15 834;679;0,06%;6,18%;4,3%;93,7%;2024-10-31
Горячий шоколад Nescafe Dolce Gusto CHOCOCINO, 16 капсул (8 порций);2732854269;690660;https://www.ozon.ru/product/2732854269;Nescafe Dolce Gusto;Продукты питания;Кофе в капсулах;Нет;29 422 ₽;-17%;29;688 ₽;1 015 ₽;34 864 ₽;26 из 28;2 324 ₽;2;FBO,FBS;0 ч;2,2;40,0%;51,0%;8 096;387;0,40%;6,20%;1,3%;96,5%;2025-08-22
Кофе капсулы Field Dolce Gusto Cafe au Lait Lungo набор 32шт;1210750129;FDGMLaitLungo-32;https://www.ozon.ru/product/1210750129;Field;Продукты питания;Кофе в капсулах;Нет;29 407 ₽;+20%;21;1 176 ₽;1 400 ₽;4 688 ₽;26 из 28;1 172 ₽;1;FBO;28 ч;5,1;40,0%;51,0%;4 866;864;0,06%;4,16%;0,2%;94,7%;2023-09-26
"Кофе в зернах PELICAN ROUGE ""LANCE"", набор из 2 шт. по 1 кг";1410788283;8280401280*2;https://www.ozon.ru/product/1410788283;Pelican Rouge;Продукты питания;Кофе в зернах;Нет;29 389 ₽;+1 144%;8;3 512 ₽;3 674 ₽;107 761 ₽;26 из 28;4 898 ₽;1;FBO;38 ч;7,1;36,0%;43,0%;600;83;0,16%;8,43%;0,0%;100,0%;2024-01-31
Кофе растворимый CARTE NOIRE 150 + 50 гр, пакет;618537688;8714599514931;https://www.ozon.ru/product/618537688;Carte Noire;Продукты питания;Кофе растворимый;Нет;29 389 ₽;-76%;30;947 ₽;980 ₽;0 ₽;25 из 28;4 819 ₽;5;FBO;45 ч;1,4;42,0%;54,0%;1 426;200;0,63%;11,00%;0,0%;100,0%;2022-06-17
Кофе в капсулах L’or Chocolate Capsules, 100шт;1696451629;1556017026;https://www.ozon.ru/product/1696451629;L'OR;Продукты питания;Кофе в капсулах;Нет;29 386 ₽;-73%;11;2 565 ₽;2 671 ₽;0 ₽;26 из 28;4 692 ₽;2;FBO;51 ч;5,0;38,0%;47,0%;181;140;0,00%;5,00%;0,0%;100,0%;2024-09-18
Кофейный экстракт Сварщица Екатерина Эфиопия Ворка (фильтр);1976247630;84671b71-32c8-4451-ae40-aea9cc657fcd;https://www.ozon.ru/product/1976247630;The WELDER CATHERINE;Продукты питания;Кофейный напиток;Нет;29 383 ₽;+205%;93;246 ₽;316 ₽;0 ₽;27 из 28;927 ₽;3;FBO,FBS;0 ч;3,4;63,0%;92,0%;3 057;1 930;1,66%;5,49%;0,0%;90,3%;2025-03-27
Кофе в зернах Комус, Julius Meinl Crema Deluxe, смесь арабики и робусты, 1 кг;1456591351;1889197;https://www.ozon.ru/product/1456591351;Комус;Продукты питания;Кофе в зернах;Нет;29 380 ₽;+324%;22;1 242 ₽;1 335 ₽;25 459 ₽;25 из 28;1 958 ₽;1;FBO;0 ч;2,8;37,0%;46,0%;2 382;341;0,33%;12,60%;0,0%;95,4%;2024-03-07
Кофе молотый 500 гр КРАСНЫЙ АПЕЛЬСИН 100% арабика ароматизированный свежая обжарка СOFFEE INN Arabica/бразилия;1865852440;Кр.Апельсин.молот.500;https://www.ozon.ru/product/1865852440;COFFEE INN;Продукты питания;Кофе молотый;Нет;29 377 ₽;+41%;25;1 003 ₽;1 175 ₽;0 ₽;23 из 28;1 049 ₽;1;FBO;43 ч;1,4;38,0%;47,0%;2 302;1 039;0,56%;3,65%;0,0%;100,0%;2025-02-10
Кофе в капсулах Starbucks ITALIAN STYLE ROAST (10 капсул);789055013;124081;https://www.ozon.ru/product/789055013;Starbucks;Продукты питания;Кофе в капсулах;Нет;29 377 ₽;+420%;59;347 ₽;498 ₽;0 ₽;24 из 28;1 031 ₽;2;FBS;0 ч;4,2;52,0%;72,0%;922;279;2,71%;15,77%;0,0%;89,8%;2022-11-12
Кофе Starbucks CAFFE VERONA в капсулах, упаковка 10 шт;1871731064;959001;https://www.ozon.ru/product/1871731064;Starbucks;Продукты питания;Кофе в капсулах;Нет;29 377 ₽;-38%;41;499 ₽;717 ₽;0 ₽;26 из 28;1 001 ₽;1;FBO,FBS;0 ч;1,2;41,0%;53,0%;4 113;391;0,21%;6,90%;2,8%;85,3%;2025-02-13
Кофе в зернах Poetti Leggenda Ruby 1 кг, 100% арабика , средне-темная обжарка, идеально для кофемашины;1835141340;LEG_RUBY_1KG;https://www.ozon.ru/product/1835141340;Poetti;Продукты питания;Кофе в зернах;Нет;29 371 ₽;+1%;18;1 528 ₽;1 632 ₽;0 ₽;24 из 28;993 ₽;1;FBO;53 ч;5,4;39,0%;49,0%;7 151;271;0,19%;7,74%;0,0%;83,3%;2025-01-16
Основа для раф кофе Цитрусовый раф;2921381137;CL474;https://www.ozon.ru/product/2921381137;Drink Powder;Продукты питания;Кофе растворимый;Нет;29 370 ₽;+328%;79;246 ₽;372 ₽;0 ₽;27 из 28;993 ₽;3;FBO;48 ч;0,8;48,0%;66,0%;5 697;438;1,43%;11,87%;0,0%;93,4%;2025-09-30
Кения Рунгето АА, помол для воронки V60, фирменный кофе Camera Obscura, 250 г;2835238321;кения-рунгето-250-воронка;https://www.ozon.ru/product/2835238321;Camera Obscura;Продукты питания;Кофе молотый;Нет;29 367 ₽;+80%;38;549 ₽;773 ₽;0 ₽;25 из 28;1 021 ₽;1;FBS;0 ч;1,3;41,0%;53,0%;1 780;345;2,02%;11,01%;0,0%;97,3%;2025-09-10
Кофе молотый 250 г набор 3 шт Ирландский Крем, Баунти, Баварский Шоколад Lancof;833963995;КофеНаб_N7_КНП_МОЛ_ИрлКр_Баунти_БавШок_750;https://www.ozon.ru/product/833963995;Lancof;Продукты питания;Кофе молотый;Нет;29 364 ₽;+354%;15;1 794 ₽;1 958 ₽;0 ₽;20 из 28;1 049 ₽;1;FBO;43 ч;2,5;35,0%;42,0%;5 088;394;0,09%;11,92%;1,6%;100,0%;2023-01-10
Финиковый кофе молотый, 180гр без кофеина с корицей;826475278;Финиковый кофе молотый/корица/180гр;https://www.ozon.ru/product/826475278;FruDay;Продукты питания;Кофейный напиток;Нет;29 363 ₽;+78%;76;210 ₽;386 ₽;0 ₽;20 из 28;1 020 ₽;3;FBO;46 ч;0,7;45,0%;60,0%;2 098;2 349;0,52%;7,53%;0,0%;94,7%;2022-12-25
Кофе - Марагоджип Колумбия, арабика, в зернах, 500 гр.;1871589335;1-63995;https://www.ozon.ru/product/1871589335;Madeo;Продукты питания;Кофе в зернах;Нет;29 354 ₽;+787%;9;3 043 ₽;3 262 ₽;970 ₽;15 из 28;970 ₽;0;FBS;0 ч;1,6;34,0%;40,0%;1 282;246;0,31%;4,06%;0,0%;88,8%;2025-02-13
Кофейный экстракт Сварщица Екатерина Гондурас Ксинакла (эспрессо);3009986224;0172094c-fcb3-49cf-8a03-2b9aa9af3f51;https://www.ozon.ru/product/3009986224;The WELDER CATHERINE;Продукты питания;Кофейный напиток;Нет;29 354 ₽;+208%;83;269 ₽;354 ₽;0 ₽;27 из 28;995 ₽;3;FBS;0 ч;0,3;51,0%;72,0%;2 773;1 538;2,09%;5,85%;0,0%;98,7%;2025-10-23
Кофе растворимый Truslen Plus Green Coffee Bean 2 упаковки по 10 саше;1351942202;540200;https://www.ozon.ru/product/1351942202;Truslen;Продукты питания;Кофейный напиток;Нет;29 352 ₽;+42%;29;831 ₽;1 012 ₽;0 ₽;24 из 28;1 009 ₽;1;FBO;39 ч;1,9;39,0%;49,0%;525;119;0,76%;5,88%;0,0%;93,1%;2023-12-21
Кофе в зернах Бразилия Сантос Софт 500 г Рaul Coffee Company 100% Арабика;789540418;Кофе в зернах Бразилия Сантос Софт 500 г Рaul;https://www.ozon.ru/product/789540418;Paul Coffee Company;Продукты питания;Кофе в зернах;Нет;29 349 ₽;-1%;28;938 ₽;1 048 ₽;0 ₽;26 из 28;1 010 ₽;1;FBO,FBS;0 ч;1,4;39,0%;49,0%;5 475;3 272;0,03%;5,47%;17,0%;89,2%;2022-11-13
Пихтовый капучино без сахара, 150г;578993514;УБ-00004017;https://www.ozon.ru/product/578993514;Eleo;Продукты питания;Кофейный напиток;Нет;29 346 ₽;-16%;77;217 ₽;381 ₽;0 ₽;15 из 28;1 021 ₽;3;FBO;32 ч;0,8;39,0%;50,0%;2 919;908;1,61%;13,21%;0,0%;93,5%;2022-05-06
Кофе Баварский шоколад в зернах 1 кг;1712337892;Bavarskiyshokolad2023;https://www.ozon.ru/product/1712337892;LaGas;Продукты питания;Кофе в зернах;Нет;29 344 ₽;-47%;14;1 995 ₽;2 096 ₽;0 ₽;20 из 28;1 048 ₽;1;FBO;36 ч;2,9;36,0%;44,0%;782;311;0,12%;7,71%;0,0%;100,0%;2024-10-02
Кофе в зернах Сaffe Motta Lounge Bar Espresso, Италия, 1 кг;470224546;8029997300100;https://www.ozon.ru/product/470224546;Caffe Motta;Продукты питания;Кофе в зернах;Нет;29 338 ₽;+64%;11;2 009 ₽;2 667 ₽;0 ₽;19 из 28;1 048 ₽;0;FBO;37 ч;3,2;35,0%;42,0%;747;119;0,13%;13,44%;0,0%;100,0%;2022-01-18
Капсулы TASSIMO (240 шт. / 15x16) Jacobs LOr Long Intense для кофемашин Bosch Tassimo;3063895792;VMA835460;https://www.ozon.ru/product/3063895792;Tassimo;Продукты питания;Кофе в капсулах;Нет;29 337 ₽;+248%;3;9 461 ₽;9 779 ₽;0 ₽;0 из 28;0 ₽;0;FBS;0 ч;6,0;33,0%;38,0%;201;69;0,00%;8,69%;0,0%;66,6%;2025-11-04
Кофе в капсулах EPSILONPRESSO CARAMEL для кофемашины Неспрессо набор 20 штук;2633905595;151541;https://www.ozon.ru/product/2633905595;Epsilonpresso;Продукты питания;Кофе в капсулах;Нет;29 335 ₽;+9%;45;494 ₽;652 ₽;0 ₽;20 из 28;1 048 ₽;2;FBO;36 ч;1,0;42,0%;54,0%;7 336;847;0,17%;8,38%;6,4%;100,0%;2025-08-07
"Кофе в зернах ""Рокка"" Колумбия Супремо 1 кг";181558629;R1000COL;https://www.ozon.ru/product/181558629;ROKKA;Продукты питания;Кофе в зернах;Нет;29 334 ₽;+162%;10;2 492 ₽;2 933 ₽;0 ₽;19 из 28;654 ₽;0;FBO,FBS;28 ч;4,0;35,0%;42,0%;2 729;123;0,21%;12,19%;8,6%;90,0%;2020-07-16
Кофе в капсулах Nespresso MELOZIO 1уп., 10 капс.;975038281;вертуо MELOZIO;https://www.ozon.ru/product/975038281;Nespresso;Продукты питания;Кофе в капсулах;Нет;29 330 ₽;+2 476%;22;1 201 ₽;1 333 ₽;61 918 ₽;26 из 28;3 259 ₽;2;FBS;0 ч;1,0;38,0%;47,0%;192;63;8,33%;11,11%;0,0%;81,8%;2023-05-10
Last Wish Signature Series Original blend молотый кофе арабика робуста 500 г;1838730350;LWOB500;https://www.ozon.ru/product/1838730350;LAST WISH;Продукты питания;Кофе молотый;Нет;29 320 ₽;+25%;28;720 ₽;1 047 ₽;0 ₽;26 из 28;1 047 ₽;1;FBO;53 ч;5,3;43,0%;55,0%;1 994;1 600;0,40%;3,87%;0,4%;96,4%;2025-01-18
Кофе молотый Con Soc Белочка со вкусом лесного ореха (Hazelnut Flavour Blue), 250 г;485747386;01.211;https://www.ozon.ru/product/485747386;Con Soc;Продукты питания;Кофе молотый;Нет;29 320 ₽;+26%;33;779 ₽;888 ₽;0 ₽;18 из 28;956 ₽;1;FBO,FBS;38 ч;0,6;39,0%;50,0%;2 078;844;0,91%;4,26%;0,0%;90,9%;2022-02-02
Кофе молотый Kurukahveci Nuri Toplar 250 грамм с фундуком;2858842347;кофе_KurukahveciNuriToplarФундук;https://www.ozon.ru/product/2858842347;Мишкин сундучок;Продукты питания;Кофе молотый;Нет;29 307 ₽;+344%;36;699 ₽;814 ₽;0 ₽;28 из 28;1 040 ₽;1;FBO,FBS;0 ч;2,0;41,0%;54,0%;1 845;276;1,13%;14,13%;0,0%;97,1%;2025-09-16
Кофе в зернах DeLonghi Signature coffee House blend 1000 гр;3215536054;742691;https://www.ozon.ru/product/3215536054;DeLonghi;Продукты питания;Кофе в зернах;Нет;29 306 ₽;0%;9;3 020 ₽;3 256 ₽;21 980 ₽;25 из 28;1 832 ₽;1;FBS;0 ч;2,7;35,0%;41,0%;3 183;384;0,15%;5,20%;0,0%;100,0%;2025-12-09
Кофе в зернах 250г, ОБЖАРКА В ДЕНЬ ОТПРАВЛЕНИЯ, Эфиопия Сидамо, 100% Арабика, 250 гр;1875385723;SIDAMO-250;https://www.ozon.ru/product/1875385723;Gran Sabor;Продукты питания;Кофе в зернах;Нет;29 305 ₽;-43%;50;49 ₽;586 ₽;0 ₽;27 из 28;1 045 ₽;2;FBS;0 ч;2,1;45,0%;61,0%;12 037;1 027;0,15%;5,64%;2,7%;98,0%;2025-02-15
Кофе молотый для турки Колумбия Уила 100% Арабика 250 гр.;1635967107;Колумбия Уила Турка 250 г;https://www.ozon.ru/product/1635967107;S.PUDRA;Продукты питания;Кофе молотый;Нет;29 305 ₽;+111%;57;315 ₽;514 ₽;0 ₽;26 из 28;1 078 ₽;2;FBO,FBS;52 ч;1,1;40,0%;51,0%;4 932;2 121;0,46%;5,37%;1,9%;96,4%;2024-07-23
Кофе в капсулах EPSILONPRESSO NAPOLI, набор из 120 капсул для кофемашины Nespresso;2565642226;15152К;https://www.ozon.ru/product/2565642226;Epsilonpresso;Продукты питания;Кофе в капсулах;Нет;29 304 ₽;0%;9;2 436 ₽;3 256 ₽;3 516 ₽;19 из 28;1 172 ₽;0;FBO;47 ч;5,9;36,0%;43,0%;3 612;133;0,05%;9,77%;11,3%;100,0%;2025-07-29
Кофе в капсулах RISTRETTO 120 шт. для Nespresso, ЛЕБО;3037039210;14602076002709;https://www.ozon.ru/product/3037039210;Lebo;Продукты питания;Кофе в капсулах;Нет;29 290 ₽;+295%;11;2 218 ₽;2 663 ₽;27 954 ₽;26 из 28;1 997 ₽;1;FBS;0 ч;7,1;35,0%;42,0%;1 203;902;0,49%;2,54%;3,5%;100,0%;2025-10-29
Кофе молотый 100% Арабика, GET&JOY ,Эфиопия 150 г в жестяной подарочной банке Ароматное настроение, бежевая;485653274;19753;https://www.ozon.ru/product/485653274;GET&JOY;Продукты питания;Кофе молотый;Нет;29 289 ₽;-40%;53;471 ₽;553 ₽;73 240 ₽;28 из 28;3 662 ₽;7;FBO,FBS;0 ч;1,5;45,0%;61,0%;5 434;912;0,47%;11,07%;0,0%;100,0%;2022-02-02
"Кофе молотый ""Lavazza Tierra Bio"", 180г";1636740547;3287;https://www.ozon.ru/product/1636740547;Lavazza;Продукты питания;Кофе молотый;Нет;29 288 ₽;+9%;32;1 ₽;915 ₽;0 ₽;17 из 28;1 047 ₽;1;FBO;68 ч;0,6;39,0%;49,0%;4 804;2 113;0,35%;2,93%;0,0%;96,8%;2024-07-24
Кофе молотый Вишня в коньяке 500г Феличе;562561560;Кофе_МОЛ_ВишняКон_500;https://www.ozon.ru/product/562561560;Feliche life;Продукты питания;Кофе молотый;Нет;29 286 ₽;-24%;25;1 048 ₽;1 171 ₽;0 ₽;14 из 28;1 004 ₽;1;FBO;32 ч;1,6;38,0%;47,0%;5 296;369;0,22%;13,27%;1,0%;100,0%;2022-04-20
Кофе в зернах EPSILON Espresso, арабика/робуста, средняя обжарка, 1кг;2360749349;1702;https://www.ozon.ru/product/2360749349;EPSILON;Продукты питания;Кофе в зернах;Нет;29 279 ₽;+39%;21;931 ₽;1 394 ₽;0 ₽;23 из 28;1 046 ₽;1;FBO;54 ч;0,8;36,0%;44,0%;8 693;820;0,11%;4,75%;3,8%;95,2%;2025-06-25
Кофе в зернах Кения АБ Bailyday 100% арабика, обжарка под фильтр, 250 г;1503312910;KI250-149;https://www.ozon.ru/product/1503312910;Bailyday;Продукты питания;Кофе в зернах;Нет;29 268 ₽;+13%;34;558 ₽;861 ₽;0 ₽;23 из 28;1 004 ₽;1;FBO;60 ч;1,8;40,0%;51,0%;6 487;1 262;0,15%;3,80%;7,4%;91,1%;2024-03-26
Кофе растворимый БЕЗ КОФЕИНА IDEE KAFFEE GOLD EXPRESS, сублимированный, 200 г;1736813361;16120;https://www.ozon.ru/product/1736813361;IDEE (J.J. Darboven);Продукты питания;Кофе растворимый;Нет;29 267 ₽;-56%;22;1 108 ₽;1 330 ₽;9 757 ₽;22 из 28;1 394 ₽;1;FBO;33 ч;1,3;37,0%;46,0%;4 363;324;0,13%;13,27%;0,0%;100,0%;2024-10-22
Кофе в капсулах Dolce Gusto LATTE HAZELNUT PRALINE, для кофемашины Nescafe Dolce Gusto (стандарт Дольче Густо), 30 капсул;1600189849;4620017634492;https://www.ozon.ru/product/1600189849;Veronese;Продукты питания;Кофе в капсулах;Нет;29 256 ₽;-80%;45;484 ₽;650 ₽;387 086 ₽;28 из 28;14 888 ₽;23;FBO;0 ч;5,5;51,0%;69,0%;361;688;3,60%;10,17%;0,0%;95,5%;2024-06-10
Dallmayr Home Barista Caffee Crema Dolce кофе натуральный в зернах, 1 кг;2396918100;438000000;https://www.ozon.ru/product/2396918100;Dallmayr;Продукты питания;Кофе в зернах;Нет;29 252 ₽;-43%;15;1 781 ₽;1 950 ₽;0 ₽;19 из 28;1 045 ₽;1;FBO;40 ч;4,6;37,0%;46,0%;2 460;589;0,85%;5,09%;0,0%;100,0%;2025-07-02
Кофе молотый 250 грамм Клубника со Сливками арабика 100% ароматизированный;1392822422;Молотый Клубника 250;https://www.ozon.ru/product/1392822422;O&K coffee;Продукты питания;Кофе молотый;Нет;29 238 ₽;+301%;47;532 ₽;622 ₽;0 ₽;20 из 28;1 019 ₽;2;FBO;34 ч;1,0;42,0%;55,0%;35 524;1 454;0,16%;8,04%;34,0%;97,8%;2024-01-18
Кофе в зернах 200 гр SANTA BARBARA FLIGHT CLASSIC Арабика 80% Робуста 20%;3078664001;Flight_Classic_200;https://www.ozon.ru/product/3078664001;SANTA BARBARA;Продукты питания;Кофе в зернах;Нет;29 229 ₽;0%;85;238 ₽;344 ₽;0 ₽;14 из 28;1 043 ₽;3;FBO;34 ч;1,4;53,0%;75,0%;32 154;1 998;0,12%;8,20%;14,3%;97,6%;2025-11-07
Турецкий кофе в зернах Mehmet Efendi Colombian 500 гр.;2483759218;Col38405”;https://www.ozon.ru/product/2483759218;Kurukahveci Mehmet Efendi;Продукты питания;Кофе в зернах;Нет;29 214 ₽;-19%;33;652 ₽;885 ₽;35 837 ₽;26 из 28;2 389 ₽;3;FBO;48 ч;3,9;45,0%;59,0%;1 309;515;1,06%;10,09%;0,1%;100,0%;2025-07-16
Кофе в капсулах набор NESPRESSO Ассорти из 50 капсул;1221646297;1173;https://www.ozon.ru/product/1221646297;Nespresso;Продукты питания;Кофе в капсулах;Нет;29 213 ₽;+6%;7;3 973 ₽;4 173 ₽;0 ₽;21 из 28;1 183 ₽;0;FBO,FBS;28 ч;2,2;34,0%;40,0%;2 395;236;0,29%;6,35%;2,2%;71,4%;2023-10-04
Дрип кофе Black Moon Arabica Original набор 5 шт.*12 г;1735233257;725432785;https://www.ozon.ru/product/1735233257;Black Moon;Продукты питания;Кофе в дрип-пакетах;Нет;29 206 ₽;+630%;171;131 ₽;171 ₽;0 ₽;27 из 28;1 050 ₽;6;FBO;52 ч;1,7;46,0%;61,0%;12 289;1 683;0,61%;10,75%;0,0%;95,9%;2024-10-21
Кофе зерновой 1 кг Арабика Эспрессо (Бразилия Сантос);222709947;4603775655442;https://www.ozon.ru/product/222709947;Coffee Nature;Продукты питания;Кофе в зернах;Нет;29 204 ₽;-46%;19;1 210 ₽;1 537 ₽;0 ₽;17 из 28;1 225 ₽;1;FBO;28 ч;1,7;36,0%;43,0%;6 580;457;0,03%;8,09%;6,0%;100,0%;2021-01-15
Кофе в дрип-пакетах2026;3201006164;mz-25120522-938798;https://www.ozon.ru/product/3201006164;AGF;Продукты питания;Кофе в дрип-пакетах;Нет;29 201 ₽;0%;44;609 ₽;664 ₽;0 ₽;0 из 28;0 ₽;0;FBS;0 ч;2,4;44,0%;59,0%;1 328;271;2,10%;15,86%;0,0%;86,0%;2025-12-05
Jura Кофе в зернах Malabar 250 гр. Арт. 68011;1177960760;68011;https://www.ozon.ru/product/1177960760;JURA;Продукты питания;Кофе в зернах;Нет;29 195 ₽;-73%;25;1 091 ₽;1 168 ₽;90 900 ₽;28 из 28;4 329 ₽;4;FBS;0 ч;0,7;38,0%;46,0%;1 139;143;0,43%;9,09%;0,0%;100,0%;2023-09-07
Капсулы TASSIMO (152 шт. / 19x8) Jacobs Latte Macchiato Baileys для кофемашин Bosch Tassimo;2516183908;VMA760977;https://www.ozon.ru/product/2516183908;Tassimo;Продукты питания;Кофе в капсулах;Нет;29 185 ₽;+3%;2;14 381 ₽;14 593 ₽;0 ₽;0 из 28;0 ₽;0;FBS;0 ч;6,0;33,0%;38,0%;266;53;0,00%;5,66%;0,0%;100,0%;2025-07-21
Кофе в зернах Noble House Бразилия Сантос, 100% Арабика, средняя обжарка, 1кг;2687510639;NH05;https://www.ozon.ru/product/2687510639;NOBLE HOUSE;Продукты питания;Кофе в зернах;Нет;29 181 ₽;+14%;14;1 890 ₽;2 084 ₽;16 173 ₽;25 из 28;1 617 ₽;1;FBO;55 ч;5,9;38,0%;46,0%;9 052;350;0,04%;8,28%;14,7%;92,8%;2025-08-15
Кофе в капсулах Nespresso VIENNA LUNGO DECAFFEINATO, 10 шт.;1777222525;VIENNA DECAF;https://www.ozon.ru/product/1777222525;Nespresso;Продукты питания;Кофе в капсулах;Нет;29 171 ₽;+254%;25;1 039 ₽;1 167 ₽;0 ₽;23 из 28;1 426 ₽;1;FBS;0 ч;0,4;37,0%;46,0%;8 214;111;0,28%;11,71%;6,8%;96,9%;2024-12-05
